headline,Date
"Coal imports for non-regulated sectors decline 9.83%, savings of ₹13,629 crore recorded",2024-11-21
Wealthy nations pledge 'no new coal' at COP29,2024-11-20
Delhi Pollution: Coal plants' target miss to add to the deadly smog,2024-11-20
Centre gives finishing touches to key rail line projects linked to ports in southern states,2024-11-19
"Steel companies may see hiked demand, better margins in Q3FY25: Centrum report",2024-11-19
"Vedanta group to increase production across segments, says Anil Agarwal",2024-11-18
Coal India Limited chairman Prasad reviews mining operations of WCL,2024-11-18
Coal India arm NCL plans to relocate township in MP having 600 MT of mineable coal underneath,2024-11-18
Govt plans to auction offshore mineral blocks in 2-3 months: G Kishan Reddy,2024-11-16
"Coal ministry reviews 127 blocks, reports 33% increase in production",2024-11-15
India signs MoU with IEA for cooperation on critical minerals,2024-11-14
Lohum appoints Arun Mittal as CEO to lead India operations,2024-11-13
"India saves ₹12,929 cr on coal imports as domestic production rises by 5.79%",2024-11-13
Ambuja Cements seeks CCI nod to acquire majority stake in Orient Cement,2024-11-12
Coal import up 8% to 140.6 MT in April-Sept,2024-11-11
"Govt gets Rs 3,449 cr from HZL OFS",2024-11-11
Cabinet to soon take call on revised Jharia Master Plan,2024-11-11
"India’s captive and commercial coal output surpasses 100 MT, achieved 100 days earlier",2024-11-11
"Govt cancels JSW Steel’s coal block agreement, forfeits Rs 100 cr guarantee for non-compliance",2024-11-09
ArcelorMittal net income falls 69 pc to USD 287 mn in Sep qtr,2024-11-08
"Vedanta swings to black, posts Q2 net profit of Rs 4,352 cr",2024-11-08
"Prolonged Chinese imports may hit Indian steel industry's investments, Tata Steel CEO says",2024-11-08
Coal ministry launches online module for mine opening permissions,2024-11-08
"Mines ministry wraps up tranche IV auction, 8 critical mineral blocks awarded",2024-11-07
Tata Steel reports Rs 759 crore net profit in Jul-Sep,2024-11-07
"Govt to sell 2.5 pc in HZL at floor price of Rs 505/share, aims to raise over Rs 5,000 cr",2024-11-06
"CIL should prioritise augmenting coal production, supplies to reduce import: Minister",2024-11-06
CBI conducts searches at 16 locations in Jharkhand illegal mining scam case,2024-11-06
Rajasthan govt imposes penalty of Rs 38 crore on charges of illegal mining,2024-11-06
"BJP seeking to plunder Jharkhand's mineral resources, no intention of people's welfare: Kharge",2024-11-06
"CIL should prioritise augmenting coal production, supplies to reduce import: Minister",2024-11-05
"Govt infuses Rs 1,650 cr in RINL to keep it as a going concern",2024-11-04
&quot;Hemant Soren answerable not BJP&quot;: Amit Shah on request to clear Rs 1.36 lakh-cr coal dues,2024-11-04
Coal India hopes to rejoin dividend list as ECL improves performance,2024-11-04
JSW-POSCO to set up greenfield steel plant in Odisha's Keonjhar: CM Mohan Charan Majhi,2024-11-02
"October coal output rises 7.5%, captive production surges 41.7%",2024-11-01
Iron ore output up 5.5% in April-September FY25: Mines ministry,2024-11-01
NGT pulls up UP authorities for mining nod in turtle sanctuary,2024-11-01
B K Katakey committee recommends sealing of entrance of illegal coal mines,2024-11-01
"India, Saudi discuss ways to increase cooperation in fertilizers, petrochemicals, mining sectors",2024-10-31
India's JSW Steel inks pact with S. Korea's POSCO to set up steel plant,2024-10-30
"AAI urges govt to raise import duties, eyes ₹3 lakh crore investment for aluminium sector growth",2024-10-29
Ambuja Cements delivers steady Q2-FY25 performance,2024-10-28
Diesel-thirsty mining can fuel an energy revolution,2024-10-28
India needs to diversify its critical mineral sourcing strategy: Report,2024-10-28
Hindustan Zinc to invest up to USD 2 bn to double production capacity: CEO,2024-10-28
Thaw in China ties unlikely to deter India's plans for steel tariffs,2024-10-26
JSW Steel Q2 net profit falls over 85 pc to Rs 404 crore; output grows 7 pc to 6.77 MT,2024-10-26
"Coal India Q2 profit drops 22 pc to Rs 6,275 cr",2024-10-26
Coal scam: SC to hear ex-Jharkhand CM Madhu Koda's plea for stay on conviction on Friday,2024-10-24
Indian govt thinking of adding coal-based power capacity as renewables not expanding fast enough: Sumant Sin..,2024-10-24
States play pivotal role in strengthening mining regulations: Mines Secretary Rao,2024-10-24
"Miners are razing forests to meet surging demand for metals and minerals, report says",2024-10-24
Birla Corp registers Rs 25 cr loss in second quarter of FY'25,2024-10-24
Adoption of innovative tech key to increase coal production: G Kishan Reddy,2024-10-23
"JSW Steel, ACC, NMDC among 31 bidders in 10th commercial coal mine auction",2024-10-22
UltraTech Cement Q2 profit at Rs 825.18 cr,2024-10-21
Jindal Group in talks to acquire Czech-based Vitkovice Steel for 150 mn euros,2024-10-21
"To counter China, India eyes critical minerals pact with US",2024-10-21
"Iron ore gains on firm near-term demand, more China rate cuts",2024-10-21
"Ministry of Coal to host Star Rating Awards ceremony, stakeholder consultation on MDOs tomorrow",2024-10-21
Dalmia Bharat's profit declines 60.2% to Rs 49 crore in Q2 FY25,2024-10-21
Tata Steel signs contract with Tenova for electric arc furnace at Port Talbot plant,2024-10-19
"India's steel ministry favours temporary tax to check imports, source says",2024-10-19
"Vedanta to invest Rs 1 lakh cr in Odisha to set up alumina refinery, aluminium plant",2024-10-19
JSW Steel to acquire thyssenkrupp Electrical Steel India via JV,2024-10-19
"Hindustan Zinc Q2 net profit rises 34.5% to Rs 2,327 crore",2024-10-18
"MP’s first mining conclave kicks off, aims to tap mineral potential",2024-10-18
Illegal mining case: NGT warns Dehradun DM of criminal action for violating its order,2024-10-18
"INOX Group, IISc join hands to set up quantum materials lab, boost semiconductor research",2024-10-17
"India extends operation of imported coal-based power plants, government circular shows",2024-10-16
"Steel imports surge from China, squeeze Indian margins",2024-10-16
CIL goes digital: Launches first-ever paperless FSA signing for power and industrial sectors,2024-10-15
Jharkhand CM Soren writes open letter to PM Modi on non-payment of Rs 1.36 lakh-cr coal dues,2024-10-15
India's coal import rises 11 pc in Apr-Aug period,2024-10-14
"CIL's contribution to govt exchequer drops marginally to Rs 28,930 cr in H1 FY25",2024-10-14
"US, India announce over USD 2 million grants for AI and quantum technology research projects",2024-10-12
"Turkey imposes anti-dumping duties on steel imports from China, Russia, India, Japan",2024-10-12
Iron ore recovers but posts weekly loss as Beijing stimulus uncertainty weighs,2024-10-12
"India’s steel production to surge by 32.9% by 2030, ferrous scrap to play key role in decarbonisation",2024-10-11
Hydrocarbon generation potential found in Eastern South Karanpura coalfield,2024-10-11
"Customs authority imposes Rs 92.04 cr penalty, Rs 10 cr fine on Vedanta",2024-10-10
Vedanta Resources repays USD 869 million in October to redeem bonds due in 2027 and 2028,2024-10-10
"Increasing mining operations, launching new projects to make India self-reliant in coal sector",2024-10-08
SAIL and BHP partner to explore decarbonisation in Indian steel industry,2024-10-08
Russia seeks to boost coal exports to India,2024-10-07
"Coal mine blast in Bengal's Birbhum, four killed",2024-10-07
"Hindalco, JSW Steel in race for copper mines in Jharkhand",2024-10-07
Govt asks major steel players to use iron ore fines also for steel making,2024-10-07
Pristine Hasdeo forests can be saved while meeting India's coal needs: Rights activist Alok Shukla,2024-10-07
Cabinet approves full-time tribunal for Talcher to speed up land dispute resolutions,2024-10-05
"India, US ink pact on critical minerals: Commerce Minister Goyal",2024-10-04
Rajasthan’s rare-earth elements (REE) potential set to be unlocked by the end of this fiscal,2024-10-04
"Vedanta reports rise in production of aluminium, zinc, iron ore in Q2",2024-10-04
"Jharkhand HC orders CBI probe into 'nexus' between police, coal mafia in Dhanbad",2024-10-04
"Coal production soars by 32%, dispatches up 34% in first half of FY25",2024-10-04
Cong asks PM Modi why dues to Jharkhand not released yet,2024-10-03
Hindustan Zinc Q2 mined metal production rises by 2 pc,2024-10-03
CIL exploring monetisation of 4 old washeries via bundling asset lease with coal supply pacts,2024-10-03
"India's coal production hits 68.94 million tonnes in September 2024, up 2.49%",2024-10-02
NTPC mining reports 20% increase in coal production in first half of FY25,2024-10-01
"Coal India standardizes interest rates for delayed payments, sets repo rate plus 3%",2024-10-01
Midwest Limited plans Rs 650 crore IPO to expand operations,2024-10-01
Britain to become first G7 country to end coal power as last plant closes,2024-09-30
Kumaraswamy calls ADGP probing mining lease case against him as 'blackmailer and criminal',2024-09-30
China has broken the ‘Critical Minerals’ market,2024-09-30
India needs more time for transition from coal: Experts,2024-09-30
"Piyush Goyal's US visit: India, America to discuss pact to boost collaboration in critical minerals",2024-09-30
Govt delegation to leave for Mongolia next month to discuss coking coal imports,2024-09-30
NLC India eyes critical mineral mining capacity of 1 MTPA by FY30,2024-09-30
Govt mulling RINL's merger with SAIL to ensure survival of Vizag plant: Sources,2024-09-28
"No further taxes will be imposed on mining, CM tells GCCI",2024-09-28
"WBPDCL achieves coal self-sufficiency for power generation, ends reliance on CIL in FY25",2024-09-28
Coal India arm BCCL books 2.40 MT coking coal for steel sector,2024-09-27
"In letter to PM, J'khand CM says non-clearance Rs 1.36 lakh cr dues affecting state's development",2024-09-26
Supreme Court grants bail to ex-Chhattisgarh CM's deputy secretary in ED case related to coal levy 'scam',2024-09-26
Coal imports see marginal increase amid coal-based power generation surge: Centre,2024-09-26
Centre eyeing Jharkhand's mines and minerals: JMM MLA Kalpana Soren,2024-09-25
Improved coal supply and power demand set to raise recovery rates for thermal power sectors: Report,2024-09-24
India bolsters power grid with 12.8 GW thermal capacity amid rising energy demands,2024-09-23
Indian state coal producer looks to sell surplus coal at discount,2024-09-23
India's coal import rises 41% to 25.23 MT in July: mjunction,2024-09-23
"Tata Steel commissions blast furnace at Kalinganar plant under Rs 27,000 cr expansion project",2024-09-21
India proposes retaliatory duties on EU's safeguard measures on some steel products,2024-09-21
Indian Railways to invest ₹17.4 lakh crore by 2025 as capex grows 12%: Report,2024-09-21
Sardega-Bhalumuda rail project to streamline coal transport from mines of Vedanta Aluminium,2024-09-20
"Odisha govt approves investment proposals worth Rs 39,271 crore",2024-09-19
"20 wagons derail near Vrindavan, train services between Delhi-Mathura affected",2024-09-19
"Coal India eyeing Argentina, Chile for critical minerals, says official",2024-09-19
India coal expansion risks massive methane growth: report,2024-09-19
PMBI to open Jan Aushadhi outlets across Coal India premises,2024-09-18
"PM launches railway projects worth Rs 2,871 crore in Odisha",2024-09-18
"EoI floated for coal gasification tech for Rs 13,000cr project by CIL-GAIL JV",2024-09-17
CM Majhi should raise demand for revision of coal royalty with PM: BJD,2024-09-17
"Sponge iron production clocks 8 pc growth in India, set to rise above 75 MT by FY30",2024-09-16
"India's coal production clocks 5.85 pc growth, remains resilient",2024-09-16
UN experts call for global system to trace critical minerals,2024-09-13
NMDC exploring mining opportunities for critical minerals overseas,2024-09-13
"NMDC sets ₹2,200 crore expansion plan to double iron ore production by 2030",2024-09-13
Nine captive/commercial mines expected to start production in FY25,2024-09-13
Domestic steel consumption to grow by 9-10% in FY25 despite surge in imports: Icra,2024-09-13
Coal ministry urges faster operationalization of 71 coal blocks to boost domestic production,2024-09-13
Take steps to start production in auctioned mines: Govt to coal block holders,2024-09-12
Coal ministry reviews progress of 71 auctioned mines to boost domestic production,2024-09-12
"UN warns of 300% spike in mineral demand, calls for just supply chain reforms",2024-09-12
NXP Semiconductors to invest more than $1 bln in India as it boosts R&D efforts,2024-09-11
Vedanta urges India to negotiate end to nickel sulphate duties with Japan and South Korea,2024-09-11
"150 chip fabs required to achieve $1 trillion target by 2030, India in sweet spot",2024-09-11
India semiconductor ambition grows with L&T joining chip effort,2024-09-11
"PM Modi pitches India to chip makers, talks of supply chain resilience",2024-09-11
India's coal production rises 6.36% between April-August 2024; supply to power sector up by 4.13%,2024-09-11
"Coal ministry pushes for faster CSR rollout, focuses on community welfare and skill training",2024-09-10
SEMICON India 2024: 3-day event set to be held in Greater Noida during Sep 11-13,2024-09-09
Chhattisgarh MP raises strong objections against sudden hike in cement prices,2024-09-09
Chattisgarh: Four labourers killed after coal bunker falls at Ambikapur plant,2024-09-09
Vedanta will progress from being asset manager to asset owner with demerger: Anil Agarwal,2024-09-09
India's first Silicon Carbide manufacturing facility to be set up in Odisha,2024-09-07
Green steel focus: Ministry to launch roadmap for sustainable steel production,2024-09-07
NLC India aims to start mining of Machhakata coal block in Odisha ahead of schedule,2024-09-06
"Israel's Tower Semiconductor, Adani plan $10 billion chip project in India",2024-09-06
Centre sets 500 million tonnes domestic steel production by 2034,2024-09-06
Railways achieves 653 MT freight loading by August of FY 2024-2025: Railway Board,2024-09-06
"Three coal mines allocated to NLC, GMDC, TANGEDCO; expected to create 40,000 jobs",2024-09-06
"Piyush Goyal urges steel industry to embrace AI, focus on green steel for future growth",2024-09-06
ADIA-backed India fund to seek $4 billion for infrastructure,2024-09-05
SAIL willing to participate in Critical Mineral Mission: Chairman Amarendu Prakash,2024-09-05
Indian cement makers to invest USD 14.3 bn over next four years,2024-09-05
Coal generates less than 50 percent of Australian electricity for first time,2024-09-04
Steel ministry backs industry's demand to raise tariffs,2024-09-04
Coal scam: Delhi HC reserves order on former Jharkhand CM Madhu Koda's plea to stay conviction,2024-09-04
Coal India ties up with Aster CMI Hospital to provide bone marrow transplants,2024-09-04
"India's coal production up 6.48% in FY25, dispatches grow by 5.14%",2024-09-02
"India is keen to get into semi-conductors, MEA Secy says",2024-09-02
Chhattisgarh: Tree felling for coal mine in biodiversity-rich area restarts; villagers protest,2024-08-31
"South Africa's platinum mining industry in terminal decline, Northam CEO says",2024-08-31
India's July infrastructure output rises 6.1 percent y/y,2024-08-31
"Iron ore production rises 8.9 percent in FY 2024-25, limestone output sees marginal growth",2024-08-31
Coal ministry to fast-track 38 rail projects for efficient coal transport,2024-08-30
"Corporate revenue growth slows to 5-7% in June quarter, lowest in 15 quarters: Crisil",2024-08-30
"Wary of Trump, US minerals projects rush to close government loans",2024-08-29
Adani Group to set up two million tonne cement grinding unit in Guna,2024-08-29
Tata Steel acquires 178 crore shares in Singapore arm TSHP for USD 280 million,2024-08-29
"Moody's maintains stable outlook for Tata Steel, expects improved earnings over next 2 fiscals",2024-08-29
India set to hold more talks over import curbs on steelmaking raw material,2024-08-29
Chilean Foreign Minister hopes to advance trade treaty with &quot;very important partner&quot; India,2024-08-29
"Argentina official says lithium, copper to drive metal exports to $10 bln by 2027",2024-08-29
"Centre clears ₹6,456 crore rail projects to enhance connectivity and reduce CO2 emissions",2024-08-28
India’s coal production rises by 7.12% to 370.67 MT as of August 2024,2024-08-28
Goods train collides with locomotive at NTPC plant in Rae Bareli; none hurt,2024-08-27
"Coal India's contribution to govt exchequer rises 2 pc to Rs 20,072 cr in Apr-July",2024-08-27
"COLUMN: Rising Asian thermal coal imports driven by Japan, S.Korea: Russell",2024-08-27
India-Oman free trade pact talks at advanced stage: Official,2024-08-27
New mining cess to tighten margins for steel producers: Icra,2024-08-27
JMM workers hold marches across Jharkhand against BJP-led Centre's policies,2024-08-24
"In worst case scenario, Coal India's impact may touch Rs 35,000cr in SC mining tax ruling: Official",2024-08-24
SC quashes charges framed against private firm accused of illegal sale of coal rejects,2024-08-24
"Land to Jindal as per Law, K'taka govt on allotment of 3,677 acres",2024-08-23
Standing Scientific Research Committee for Advisory on R&D projects in coal sector meeting held,2024-08-23
"India’s steel capacity to reach 500 mn tonnes by 2047, digital investments to hit $2.7 bn",2024-08-23
Adani to sell 3 percent in Ambuja Cement for $500 mn as part of holdings adjustment in group,2024-08-23
"Hindalco to pump in USD 10 billion for expansion in India, US: KM Birla",2024-08-22
Indian cement makers to invest Rs 1.25 lakh cr in 2 years to meet growing demand,2024-08-22
Lithium drilling project temporarily blocked on sacred tribal lands in Arizona,2024-08-22
"Consol and Arch to combine, forming a $5 billion coal producer based in Pennsylvania",2024-08-22
"Coal India actively pursuing acquisition of critical minerals in India, abroad: Chairman",2024-08-22
"China's plunging coal plant approvals signal energy policy pivot, report says",2024-08-22
"Chile's SQM posts 63 percent slump in profit, expects weak lithium prices to stay",2024-08-21
"&quot;Moment calls for solidarity,&quot; says Zimbabwe's Vice President as African nations call for collabor..",2024-08-21
"India-Africa are exploring rupee trade, to improve commerce: Noel Tata",2024-08-21
Steel and cement giants to cough up retro taxes after Supreme Court nod,2024-08-21
Coal India arm's successful forestry drive rakes in carbon credits,2024-08-21
Faster BESS cost decline essential to limit India's coal capacity by 2032: Report,2024-08-21
NMDC Steel reaches 1 mn tonne milestone in hot rolled coil production,2024-08-21
IPO-bound Kalpataru posts Rs 100.74 cr net loss in 2023-24 fiscal,2024-08-20
China is backing off coal power plant approvals after a 2022-23 surge that alarmed climate experts,2024-08-20
High ash content in domestic coal poses hurdle to India’s plan to phase out imports by 2025-26,2024-08-20
"CBI busts bribery ring at NCL in MP, arrests 5 including own DSP",2024-08-20
"Coal CPSEs empowering communities through CSR, with special thrust on healthcare: Ministry",2024-08-20
"Indian mining, steelmakers' operating costs could surge after top court ruling, says Fitch Ratings",2024-08-20
"Union at BHP's Escondida copper mine in Chile signs new deal, ending risk of strike",2024-08-19
China's coal output rises as share of electricity slips: Russell,2024-08-19
National coal index dips 3.48% as coal production sees double-digit growth,2024-08-19
Techno Electric partners with IndiGrid for developing greenfield transmission projects,2024-08-17
Hindustan Zinc OFS subscribed 1.23 times on Day 1,2024-08-17
"JSW Cement files draft papers with Sebi to raise Rs 4,000 cr via IPO",2024-08-17
"National Coal Index declines 3.48 pc in June, indicates sufficient availability in market",2024-08-17
"Hindenburg tip of iceberg, only JPC probe can unravel truth of Adani 'scam': Cong",2024-08-16
"Chinalco mulling $2 bln stake in Philippine gold and copper mine, Bloomberg News reports",2024-08-16
South African coal miner Exxaro closes in on critical metals deal,2024-08-16
"Global copper demand set to rise 75 percent by 2050, $85 billion investment needed outside China",2024-08-16
Mines ministry hosts seminar to propel India's national critical minerals mission,2024-08-15
Vedanta boosts stake sale in Hindustan Zinc to top $950 mln,2024-08-14
Chhattisgarh leads India's charge with first Lithium mine in Korba,2024-08-14
Germany's Thyssenkrupp posts loss as steel woes weigh,2024-08-14
"Argentine lithium a boon for some, doom for others",2024-08-14
Workers strike at world's biggest copper mine in Chile,2024-08-14
"SC says states can recover past tax dues on mining from April 1, 2005",2024-08-14
Aditya Birla Group Chairman Kumar Mangalam Birla's children inducted on board of Hindalco,2024-08-14
Govt awards 18 coal mines to private operators,2024-08-14
Adani plant allowed to sell Bangladesh-bound power in India after rules amended,2024-08-14
Vedanta to sell 2.6 pc stake in Hindustan Zinc through OFS,2024-08-14
Mines ministry to host seminar on national critical minerals mission on August 14,2024-08-14
"India expands MDO engagement across 28 coal projects, targets 257 MT capacity",2024-08-14
India's Hindalco misses first-quarter profit estimates on higher expenses,2024-08-13
JSW Steel gets board nod to invest USD 120 mn in Australian firm M Res NSW,2024-08-13
"NMDC reports ₹1,984 cr net profit in Q1, targets production of 50 MnT by FY'25",2024-08-13
"India's NALCO's reports 76 percent jump in profit on shrinking costs, higher aluminium prices",2024-08-12
Copper slips as investors assess economic uncertainty,2024-08-12
"Two goods train wagons, engine derail on private track in UP's Sonbhadra; none hurt",2024-08-12
"Domestic, foreign firms 'looting' tribal land in Jharkhand's Santal Pargana: Brinda Karat",2024-08-12
Coal imports rise by 6 pc to 75.26 MT in April-June,2024-08-12
Germany's proposed low emission steel standard may pose challenges to Indian industry: GTRI,2024-08-09
Jindal Steel and Power reduces dependence on Australian coking coal by 50 pc,2024-08-09
Odisha CM asks Coal India subsidiary MCL to give priority to local employment,2024-08-09
SAIL Q1 net profit falls 61.51 pc to Rs 82 cr,2024-08-09
Steel maker Rudra Global Infra to set up 30 MW solar plant at Rs 190 cr investment,2024-08-09
India aims for 140 million tonne of coking coal by 2030,2024-08-09
NIA arrests key operative of jailed gangster Aman Sahu in Jharkhand coal mining extortion case,2024-08-08
"Adani Enterprises to return to equity market with $1 billion share sale, sources say",2024-08-08
"Mineral taxation greenlit by Supreme Court, could raise steel costs by ₹1,500 per tonne",2024-08-08
Union minister G. Kishan Reddy awards 68 mines with top 5-star ratings for 2022-23,2024-08-08
"Glencore won't spin-off coal, could buy more coal assets",2024-08-07
Time to retire ‘hard to abate’ as climate solutions become more affordable,2024-08-07
CBI books Hindalco for corruption in green clearance for Talabira coal mining,2024-08-06
"India shelves plan for coking coal import consortium, sources say",2024-08-06
"Vedanta Q1 net profit rises 37 per cent to Rs 3,606 crore",2024-08-06
"CIL, GAIL enter JV pact to set up coal-to-synthetic natural gas project",2024-08-06
Assets worth Rs 3.86 lakh cr monetised in 3 years to FY24; coal sector highest contributor,2024-08-06
Coal mine extortion case: NIA charge-sheets key aide of Jharkhand-based jailed gangster,2024-08-06
BCCL pays first-ever Rs 44 crore dividend to Coal India Limited,2024-08-05
Jharkhand assembly passes Bill to levy cess on mined minerals,2024-08-03
"Coal production surges to 84.71 million tonne, driving core industrial growth in June",2024-08-02
Proposed Mirzapur thermal power plant does not involve forest area: Govt,2024-08-02
RattanIndia Power posts Rs 93 cr profit in April-June,2024-08-02
"India's coal production rises to 74.07 million tonne in July, up 6.69%",2024-08-02
Coal ministry to rejuvenate 500 water bodies in mining areas by 2029,2024-08-02
"Coal India E-auction revenue falls 7 percent to Rs 5,589 crore in Q1FY25 amid higher sales",2024-08-01
"Adani Ports & SEZ Q1 profit rises 47 pc to Rs 3,107 crore",2024-08-01
India's key mineral production sees robust growth in Q1 FY 2024-25,2024-08-01
India's coal production records double-digit growth to scale record high,2024-08-01
"BJP-ruled MP, Rajasthan support Centre in SC over prospective implementation of royalty verdict",2024-08-01
"Coal India beats Q1 profit estimates on higher volumes, lower costs",2024-08-01
India's Tata Steel posts Q1 profit rise on lower costs,2024-08-01
Vietnam coal mine collapse kills five,2024-07-30
India eyes export of 15 MT coal to neighboring countries amidst production boost,2024-07-30
India to increase coking coal blending in steel sector to 35% to cut imports,2024-07-30
Over 8 million tonne of methane emissions unreported by Indonesian coal miners: Report,2024-07-29
Billionaire battle heats up as Adani challenges Birla in cement,2024-07-29
BJD Rajya Sabha member pitches for revising coal royalty for Odisha,2024-07-29
"Freight rate surge to squeeze exporters, may dent margins in FY25: Ind-Ra",2024-07-29
Will critical minerals be another poisoned chalice for Africa?,2024-07-29
Indonesia's big coal firms overlooking methane emissions: report,2024-07-29
"UltraTech to acquire India Cement; buy 32.72% promoters' stake for Rs 3,954 crore",2024-07-29
Advancing 119 projects with sanctioned capital of Rs 1.33 lakh cr to boost output: Coal India,2024-07-29
DGMS focuses on mine safety amid increase in commercial coal mine auctions,2024-07-29
India targets 100 million tonnes of coal gasification by 2030,2024-07-27
JMM welcomes SC verdict on minerals royalty,2024-07-26
Parliament have legislative competence to limit taxing power of states on mineral rights: SC,2024-07-26
"Oppn leaders welcome SC decision allowing states to levy tax on mines, mineral-bearing lands",2024-07-26
"Around 95K trees felled in Chhattisgarh's Hasdeo Aranya, over 2.73 lakh more to be cut: Govt",2024-07-26
Union coal minister arrives in J'khand on two-day visit,2024-07-26
Opinion: China's run of robust thermal coal imports may ease,2024-07-25
"Steel demand in India to hit 300 MT by 2030, driven by robust growth and govt policies",2024-07-25
Global coal demand to remain flat this year and next-IEA,2024-07-24
"Coal consumption peaks as India, China ramp up electricity production",2024-07-24
"Coal production in India hits 294.20 MT, up 10.70% YoY",2024-07-24
No plans to privatise Singareni Collieries: Coal minister Kishan Reddy,2024-07-24
Opinion: China cuts coal's share of electricity output in H1 2024: Maguire,2024-07-24
"Duty sops to help stainless steel sector remain competitive, says industry",2024-07-24
JSW Steel CEO says mills in talks with govt on trade measures against imports,2024-07-23
"CIL boosts capacity with 35 operational FMC projects, plans Rs 27,750 crore investment",2024-07-23
Economic Survey 2024: Adopting gasification tech can revolutionise India’s coal sector,2024-07-22
Economic Survey 2024: Govt's initiatives for cleaner coal need to be promoted,2024-07-22
Green steel to play key role in for low carbon economy globally: Survey,2024-07-22
"CIL diversifies into non-coal minerals, acquires graphite block in Madhya Pradesh",2024-07-22
Coal likely to remain backbone of country's energy system for next two decades: Eco Survey,2024-07-22
No shortage of coal for power sector: Minister G Kishan Reddy,2024-07-22
Coal India ventures into non-coal mineral mining with graphite project,2024-07-22
Pakistan to push Chinese utilities in Pakistan to switch to domestic coal,2024-07-22
"Mines ministry to organise Mineral Exploration Hackathon, Critical Mineral Roadshow in Hyderabad",2024-07-19
"Rising cooling demand to keep coal plants online this year, IEA says",2024-07-19
Two of the world's five largest coal mines now in India,2024-07-19
"SECL's Gevra, Kusmunda mines shine on global stage as world's top coal producers",2024-07-19
"As India surpasses China in steel development, environmental concerns loom large",2024-07-19
Two South Eastern Coalfields blocks among world's 10 largest coal mines,2024-07-18
Two workers die in coal mine mishap in Telangana,2024-07-18
"Chhattisgarh CM meets Railway Minister, discusses new projects to boost social, economic growth",2024-07-18
Rajasthan govt begins process to explore coal bed methane reserves,2024-07-18
"3 coal miners killed, 4 injured in Pakistan mine collapse",2024-07-17
